R472544,R757887
R449529,R163742
R723933,R292001
R538984,R227535
R205768,R175160
R618072,R666874
R213798,R389861
R887375,R478814
R475004,R178351
R610228,R418060
R733927,R732331
R744946,R659578
R189614,R274483
R172602,R766350
R578347,R690821
R690668,R466464
R818276,R757496
R320243,R536920
R534904,R445116
R632023,R994486
R421005,R272378
R793759,R534024
R601053,R199717
R894923,R533822
R461446,R356840
R450892,R321930
R570362,R544153
R243462,R386988
R231351,R971407
R272035,R939753
R477174,R938138
R213741,R442826
R365867,R714888
R948831,R823963
R736354,R905174
R653974,R694986
R443251,R587762
R149711,R355511
R902246,R715787
R411668,R806555
R450321,R741986
R653039,R699091
R159840,R477115
R857667,R895944
R492341,R255568
R810199,R314324
R305604,R871774
R538934,R205156
R298074,R408139
R303154,R545681
R758015,R342778
R571219,R651999
R777206,R518977
R489712,R900691
R729583,R501659
R560175,R428239
R769543,R478979
R332132,R411275
R698898,R228552
R690231,R276095
R452063,R239239
R956346,R526809
R840357,R366603
R859514,R180171
R791292,R230821
R603047,R543234
R173084,R612455
R435221,R777416
R350437,R362085
R951075,R840969
R593035,R123469
R415076,R862606
R145658,R676122
R146589,R661250
R242346,R460225
R218906,R420422
R536234,R587861
R903045,R730916
R989457,R431370
R673791,R206336
R458387,R996180
R363818,R129849
R729337,R695634
R998422,R165095
R239904,R402195
R937847,R633147
R618439,R247867
R910899,R219759
R961855,R556588
R336203,R435696
R468279,R582089
R166252,R308102
R824881,R102289
R758303,R320816
R332682,R735687
R272364,R477625
R940010,R353107
R555073,R112898
R805814,R337538
R781706,R984798
R883953,R402497
R466085,R497968
R956999,R109089
R113397,R684528
R443304,R301965
R927485,R896371
R283921,R973628
R412056,R593617
R722730,R157095
R136278,R837730
R832788,R707949
R859697,R243382
R782707,R832139
R216566,R175540
R393953,R233460
R276942,R341157
R777336,R104690
R170282,R402610
R979611,R280299
R451843,R385281
R853249,R566273
R376999,R905304
R475379,R654285
R706012,R426693
R285077,R989436
R743415,R660073
R841675,R191169
R754819,R729030
R520091,R961956
R165484,R284992
R672817,R734809
R544612,R914760
R248073,R892536
R514327,R172838
R260294,R577663
R309145,R452609
R194709,R625308
R368339,R861768
R297975,R433232
R106464,R744212
R567891,R663013
R185664,R623347
R318534,R249406
R152505,R978236
R904829,R184606
R379836,R556490
R151296,R895697
R743398,R587763
R774722,R810203
R511771,R789212
R886029,R545764
R673539,R723659
R438090,R981396
R732889,R876754
R547984,R463277
R920728,R921144
R647855,R677366
R693511,R271806
R471344,R899676
R371670,R735961
R743609,R529681
R195012,R450688
R596840,R203443
R121891,R765167
R469547,R958557
R627798,R413770
R181612,R436046
R928797,R297784
R641764,R375630
R173675,R318036
R817269,R931342
R392674,R815822
R205251,R528260
R435114,R824082
R360962,R499287
R366606,R472768
R949029,R776463
R431291,R753585
R493373,R411944
R790412,R555090
R780020,R100205
R849857,R292821
R927254,R400404
R479243,R749668
R465769,R234769
R773689,R411727
R459259,R567368
R560249,R964286
R818545,R657546
R175288,R638150
R582133,R286335
R153887,R402850
R132411,R891816
R313476,R797142
R640142,R979345
R685012,R976249
R295602,R361796
R208273,R199040
R386409,R326566
R428868,R474109
R672839,R154483
R867982,R707824
R108709,R706629
R782772,R707392
R691677,R748380
R302287,R541572
R387563,R157980
R796251,R906579
R245943,R981013
R919489,R142472
R608651,R504892
R838443,R582204
R707431,R892372
R379253,R296920
R538358,R377952
R140604,R834386
R378389,R810063
R970384,R797418
R693094,R421769
R316312,R826017
R971000,R593486
R464160,R329728
R107646,R903204
R472692,R349526
R724163,R233861
R902419,R496163
R331067,R768714
R961560,R406622
R665877,R928536
R334667,R260681
R824817,R771905
R247284,R625928
R608848,R293377
R372136,R838589
R266362,R694806
R965578,R412010
R642577,R180769
R237861,R909932
R349698,R737344
R100965,R869188
R421379,R323044
R661365,R429720
R309264,R642007
R950485,R511156
R541589,R471671
R816740,R573925
R860596,R897068
R726483,R422921
R105237,R935951
R405759,R946847
R640396,R541181
R937230,R708694
R476398,R265414
R310668,R831286
R558311,R509656
R839640,R376753
R402019,R566797
R260505,R931194
R158252,R787611
R491962,R445847
R146389,R341361
R707083,R455109
R690103,R208496
R376838,R489540
R216989,R742278
R491949,R440192
R653801,R208915
R429338,R498109
R356737,R794698
R631062,R612682
R731877,R965898
R514106,R600281
R736036,R372349
R537609,R468193
R476807,R522004
R818331,R334718
R229254,R137918
R272496,R299757
R861012,R122043
R830965,R139475
R730615,R245503
R859950,R585923
R853567,R749670
R148238,R155817
R485888,R117167
R507376,R652277
R502386,R837755
R372102,R637617
R486994,R147110
R903860,R360583
R579559,R870531
R556702,R889380
R937919,R603801
R421026,R919319
R166386,R448526
R944011,R671285
R209456,R129493
R265779,R622837
R962137,R247068
R428618,R842474
R320820,R951466
R387312,R891939
R245947,R105497
R845661,R920400
R619677,R356809
R181600,R343325
R312375,R194400
R541439,R972450
R397902,R591151
R489056,R435262
R957581,R452478
R719773,R982716
R223406,R502932
R356718,R182081
R913438,R186896
R164919,R730992
R847948,R422793
R502217,R600277
R600633,R601605
R680635,R262000
R361960,R906163
R955842,R841327
R819021,R224667
R546974,R170029
R731104,R126487
R275170,R785999
R852916,R154745
R639197,R573402
R198206,R336065
R110647,R869861
R341816,R104616
R964554,R111344
R316038,R443880
R800914,R653186
R255081,R946944
R965933,R111149
R959190,R608825
R974774,R140837
R737878,R401931
R931235,R933997
R876845,R412347
R852013,R176984
R706171,R790583
R199425,R291199
R234869,R340252
R507200,R129174
R633966,R479384
R765609,R576376
R939383,R904367
R754743,R919459
R868298,R112715
R177008,R558398
R401174,R605165
R918138,R851848
R561419,R563255
R441055,R904080
R653140,R482469
R225887,R289265
R361627,R421686
R649317,R682490
R328413,R122332
R770121,R472003
R544297,R192834
R909413,R209210
R509670,R325726
R839187,R601443
R980181,R605427
R445748,R295330
R816615,R344106
R466276,R810650
R280654,R213133
R402442,R473877
R482453,R616758
R993707,R716434
R535723,R520547
R992702,R766712
R914186,R115822
R561484,R944603
R723463,R126672
R801728,R905761
R779542,R370701
R838438,R137124
R339510,R308062
R579605,R439993
R335063,R664329
R310239,R799019
R190998,R441922
R991924,R108285
R862771,R507180
R400690,R176255
R961378,R105079
R469777,R885454
R800057,R384480
R595159,R930649
R512291,R432913
R602781,R870318
R906449,R298522
R454300,R602035
R330217,R137911
R143900,R535139
R580789,R298400
R759305,R234203
R915245,R305098
R947517,R674330
R715282,R259058
R374317,R143732
R964077,R622459
R429093,R373205
R856100,R337249
R467800,R185453
R228477,R269764
R191759,R905251
R300851,R910337
R697291,R401578
R470195,R966254
R690445,R858139
R649023,R192196
R924777,R810011
R996307,R513076
R959604,R670415
R586435,R273558
R455588,R640762
R960643,R405359
R380925,R950961
R170091,R694932
R109782,R265298
R148919,R634311
R842552,R189647
R188613,R595542
R771957,R150288
R614807,R837687
R519653,R747379
R826429,R299389
R441126,R422697
R731559,R914877
R766737,R906194
R533448,R847814
R579376,R346402
R456873,R490312
R957005,R352754
R667065,R662291
R431978,R811416
R660710,R913075
R387953,R969850
R408123,R320204
R658377,R432581
R951219,R730426
R772159,R874196
R435939,R161138
R657234,R222245
R783245,R305286
R250620,R654848
R577724,R889960
R459214,R601792
R573313,R565687
R779862,R405894
R602419,R966699
R324324,R477748
R960686,R495372
R423547,R875207
R679307,R298910
R457737,R965788
R872157,R631789
R567178,R852733
R186361,R556765
R552713,R386703
R560174,R171260
R159317,R536454
R187494,R981472
R713051,R185365
R541170,R323756
R510250,R109933
R835527,R400068
R486904,R827942
R388001,R500791
R877909,R411536
R326090,R182646
R807774,R854513
R436049,R233313
R231698,R174107
R990735,R936151
R301536,R501411
R172807,R801460
R868413,R146632
R917428,R683386
R960545,R273715
R194570,R776721
R373166,R380472
R132209,R810149
R367306,R387795
R396150,R904351
R370794,R593445
R729964,R601476
R614681,R644392
R330551,R698895
R276615,R380980
R571778,R742146
R595169,R173571
R699359,R665411
R353999,R702751
R855426,R103922
R120967,R610237
R690608,R336334
R817214,R519712
R301816,R315176
R859757,R574662
R899352,R736725
R913974,R599195
R121887,R532979
R442664,R452375
R812656,R637925
R773300,R635431
R704191,R375478
R959345,R789914
R831859,R796426
R231173,R218620
R407433,R130388
R946725,R335377
R124272,R763697
R503505,R355862
R569519,R533776
R504980,R979332
R225177,R258137
R224582,R409700
R281659,R505671
R613724,R105309
R253510,R109093
R127441,R626796
R676282,R293472
R984460,R446415
R719723,R508653
R395107,R738825
R833063,R391210
R626435,R331835
R523562,R318193
R249190,R323676
R763656,R897226
R445602,R560436
R376942,R347279
R684653,R261570
R737237,R316705
R447602,R538228
R609113,R156123
R616476,R724688
R689092,R353447
R732859,R442788
R561751,R179010
R298659,R317110
R112591,R624527
R771975,R550487
R683963,R854846
R954202,R349720
R599423,R980883
R263385,R184399
R976480,R319158
R899335,R763682
R740861,R384331
R716198,R306474
R577040,R211590
R558166,R556617
R729168,R229951
R439577,R768963
R188810,R271306
R578344,R684927
R900444,R326254
R678476,R614820
R107627,R821465
R728119,R752301
R853255,R824692
R982729,R936087
R111422,R436144
R524895,R660040
R238850,R282881
R699198,R974281
R329415,R733959
R497717,R809789
R705981,R451779
R831806,R290259
R534241,R650720
R558469,R954545
R715900,R546638
R588545,R297048
R665965,R825750
R837193,R263746
R598270,R557622
R937769,R516908
R449834,R139778
R357218,R276740
R432355,R548460
R510394,R175306
R453504,R598874
R446908,R735734
R122228,R164271
R106926,R758461
R148560,R759227
R927648,R356382
R872381,R333168
R609611,R103597
R362621,R903160
R423580,R941831
R227335,R445793
R572422,R761428
R369946,R310718
R903089,R220153
R338258,R690283
R634794,R315560
R772124,R668611
R240696,R134419
R655026,R145043
R562598,R508771
R958775,R953063
R392850,R899985
R127023,R921564
R754389,R895997
R730940,R230253
R600692,R338131
R324271,R744968
R298029,R879411
R126323,R632662
R708865,R947120
R958054,R797033
R680030,R954096
R949537,R189084
R835875,R224939
R477238,R965125
R203866,R466123
R643402,R444809
R996817,R133025
R694621,R149874
R645035,R661172
R512806,R477839
R177014,R993238
R993503,R677077
R671342,R577223
R764848,R412903
R878860,R573768
R908403,R671737
R781810,R589534
R955506,R238987
R149017,R623418
R236396,R863427
R877991,R161426
R261538,R231575
R113364,R969799
R242263,R555280
R713896,R913214
R672527,R393910
R361328,R256141
R786656,R567307
R731882,R675974
R252289,R806752
R168799,R597576
R337644,R808875
R459777,R849436
R492742,R620012
R779162,R113088
R164834,R116686
R971880,R109975
R596167,R356996
R126186,R954776
R147554,R867007
R338813,R286133
R780231,R854652
R348849,R694581
R445723,R643410
R279765,R134383
R289320,R381610
R753406,R167170
R613891,R284962
R662623,R982646
R482244,R672292
R352947,R830554
R485450,R356841
R877115,R264738
R716429,R550952
R453604,R899419
R900808,R262472
R663845,R967725
R877260,R791779
R398599,R233458
R326500,R964882
R286309,R907327
R817803,R172710
R346047,R665109
R982635,R411385
R787373,R628977
R107313,R264130
R297764,R571069
R659149,R982675
R881700,R109761
R948230,R540850
R191635,R824380
R793488,R170338
R428457,R456953
R932725,R522153
R278611,R828249
R501936,R972421
R224773,R183161
R535858,R610099
R550682,R225734
R595737,R684353
R963758,R440565
R805461,R806252
R761973,R337192
R118309,R872964
R857177,R707987
R841957,R645929
R746512,R788454
R678845,R755024
R720144,R528525
R293962,R130766
R776309,R144385
R289997,R500063
R786124,R975477
R788023,R291604
R983672,R153838
R583937,R539385
R681085,R564087
R259447,R447142
R322209,R362475
R120307,R520543
R195971,R624064
R978359,R360508
R458523,R425025
R306043,R940692
R215494,R453738
R243816,R402953
R971501,R684909
R401332,R950988
R818113,R914374
R567902,R721382
R636828,R118531
R521533,R127318
R601330,R466951
R348467,R941296
R150457,R504958
R441702,R814761
R810099,R675512
R761321,R334951
R825379,R464934
R817683,R151217
R406757,R778591
R670807,R971431
R498189,R105510
R549177,R169631
R708656,R754968
R639585,R579905
R455761,R669590
R924289,R966468
R410619,R463465
R283665,R316445
R272204,R204790
R162621,R490627
R448320,R177987
R672044,R806307
R349321,R406222
R672095,R975074
R209500,R367979
R497082,R461690
R898131,R927975
R905513,R837197
R717589,R563078
R328025,R772294
R383841,R290091
R331684,R618649
R214049,R633726
R119105,R316464
R941003,R937461
R155199,R636936
R604988,R374189
R498390,R100320
R600685,R632489
R181172,R253809
R191935,R235029
R135825,R691794
R127680,R335619
R814066,R823954
R421983,R185916
R694177,R888248
R636131,R741563
R579074,R317981
R108869,R587592
R845912,R554894
R727744,R946955
R374716,R864746
R392997,R308962
R451461,R418719
R975324,R564985
R417163,R542842
R908824,R516913
R948824,R685802
R279533,R979828
R891633,R814157
R825015,R706321
R714877,R422260
R475060,R245533
R548128,R567076
R100753,R468222
R730629,R777068
R992526,R537894
R260199,R738863
R321693,R451697
R343240,R815053
R150491,R204522
R588035,R837747
R131527,R563939
R453556,R536154
R398439,R144113
R347015,R535615
R486397,R393367
R861627,R737501
R249284,R890646
R542860,R849605
R738327,R508288
R995218,R606581
R158601,R163899
R394736,R622029
R807296,R195816
R779808,R695746
R626955,R864375
R714229,R977586
R554491,R749151
R828627,R736001
R468390,R682523
R498846,R168028
R394236,R932852
R946483,R624596
R135484,R956860
R707359,R634457
R891789,R626863
R871198,R465395
R575821,R440642
R420101,R100096
R299533,R731082
R977282,R799499
R164814,R620221
R221413,R672224
R850381,R552145
R462887,R352444
R746804,R365669
R677099,R833081
R425737,R481771
R513265,R899208
R682110,R983226
R424619,R604628
R184474,R343470
R846092,R359996
R568272,R915447
R681084,R179607
R648054,R378496
R568398,R846830
R667573,R798952
R770135,R476852
R180005,R387518
R672187,R224381
R976355,R767852
R583373,R542567
R618086,R442651
R708149,R853767
R985795,R866478
R122047,R738328
R779468,R998330
R945477,R512541
R350186,R798742
R525313,R783521
R193204,R742642
R626266,R755172
R511716,R139744
R615198,R281923
R857276,R584108
R384347,R884299
R640769,R243381
R436579,R267324
R900531,R753042
R132929,R289250
R649968,R821372
R841869,R346505
R931326,R597726
R505430,R782994
R532540,R890446
R844223,R479194
R186161,R738276
R361962,R355269
R108330,R412780
R763830,R454511
R393899,R445826
R750862,R708372
R541965,R807925
R181687,R914664
R247206,R529096
R270488,R678732
R995108,R464554
R410936,R889871
R817375,R127096
R591607,R220317
R572446,R408174
R746428,R345935
R642868,R941184
R117984,R341236
R349839,R702486
R172674,R465798
R701999,R642010
R551997,R132557
R731920,R294488
R342172,R295430
R623848,R746233
R754754,R764596
R652017,R818266
R559717,R184103
R849959,R559442
R856523,R435514
R526208,R322973
R440093,R384275
R340490,R533836
R724007,R687394
R485174,R892100
R257168,R503621
R813444,R889338
R192216,R178451
R472330,R589675
R467176,R672455
R957999,R214176
R800416,R833780
R851834,R121889
R897103,R283138
R152645,R628865
R612974,R777759
R162471,R892292
R682828,R301295
R257254,R533356
R283997,R884388
R456682,R505957
R577052,R592916
R912048,R495795
R562750,R379206
R822283,R892182
R508150,R749265
R885482,R157622
R650251,R726442
R883175,R172963
R275084,R251484
R265697,R189894
R668753,R276923
R420615,R701581
R654745,R433748
R437692,R992408
R487794,R975359
R568766,R650785
R713600,R967945
R679406,R346216
R534766,R609805
R915900,R534821
R851449,R517909
R841878,R612248
R485925,R291892
R249184,R180020
R484978,R488634
R888193,R769027
R530367,R442060
R495791,R494953
R391203,R440291
R485353,R823640
R575140,R509009
R812393,R808117
R173565,R424665
R500298,R131530
R433487,R210670
R882299,R650802
R784001,R984559
R715876,R511699
R492548,R833153
R269494,R158043
R492904,R383404
R475880,R236283
R454732,R743568
R421889,R995782
R435052,R455734
R584985,R765706
R107593,R535779
R788141,R262640
R650738,R847189
R396082,R900688
R835373,R531913
R958680,R843152
R395369,R233326
R209315,R500842
R840112,R182524
R623758,R614688
R496186,R641760
R599276,R588974
R344914,R333667
R100940,R551298
R393408,R663400
R202674,R554488
R306977,R968502
R389347,R689416
R745353,R782024
R729476,R710808
R972345,R533033
R542755,R863846
R136950,R921405
R807305,R327945
R143150,R297457
R714300,R352203
R922591,R704189
R959830,R621919
R355519,R797408
R843735,R286105
R609923,R938945
R109481,R314423
R131824,R317013
R804208,R832698
R962929,R426520
R529873,R355253
R363477,R273095
R865291,R369951
R666920,R104835
R734263,R138330
R367292,R526344
R641037,R347043
R349798,R542915
R685786,R331254
R291545,R382504
R974974,R955608
R319087,R902228
R352527,R945782
R322130,R278174
R570471,R409916
R575215,R883231
R954693,R543601
R852448,R682441
R107268,R921320
R777630,R257134
R837577,R518533
R533914,R386652
R567497,R873561
R895248,R305969
R971613,R763083
R343198,R496767
R847525,R835128
R737920,R898340
R898059,R740075
R936520,R873227
R581873,R361587
R960166,R676812
R899771,R222938
R914419,R585581
R963681,R183602
R700047,R775540
R294061,R707085
R254194,R393183
R706747,R129025
R485204,R230753
R618498,R305900
R959655,R310590
R331819,R274519
R759852,R690441
R165406,R757218
R124540,R141934
R572590,R157823
R330766,R824699
R440506,R906963
R450023,R437772
R989729,R584708
R612254,R478535
R942330,R876999
R349685,R685557
R469042,R810706
R387214,R102051
R522853,R982284
R704125,R207008
R514545,R713861
R990540,R733863
R683487,R271260
R233590,R528125
R492899,R835820
R587876,R511269
R878130,R223323
R952774,R555243
R485628,R756539
R560414,R690386
R702003,R757472
R353214,R888573
R951116,R806362
R913762,R413450
R754731,R869255
R966684,R745939
R839275,R810325
R996372,R423093
R254949,R893302
R608509,R206215
R484266,R129188
R530375,R758432
R910779,R351643
R233761,R506787
R510642,R190096
R361401,R218441
R925588,R361498
R977482,R739537
R656644,R701737
R588105,R374426
R138570,R200108
R610428,R703564
R109251,R238178
R771863,R420215
R992589,R882046
R839980,R460765
R379957,R292076
R294133,R873201
R376744,R628911
R130905,R785435
R102577,R455059
R432182,R631739
R878915,R135392
R789809,R836448
R831970,R619389
R376310,R200468
R985474,R775613
R171951,R940089
R143004,R333472
R418405,R511460
R969166,R857401
R839361,R255552
R207698,R271692
R333871,R415530
R264544,R876264
R914951,R213223
R820571,R989334
R803295,R809619
R250774,R488663
R923826,R175565
R563918,R174766
R944412,R368783
R867357,R205496
R975286,R987173
R203415,R225894
R208929,R530021
R918732,R497422
R367482,R445997
R853385,R116799
R731197,R926003
R248014,R421338
R843791,R780589
R379886,R723508
R552421,R527188
R708965,R323011
R788055,R233278
R328385,R990328
R221751,R885594
R241129,R436117
R671543,R601383
R811015,R725971
R384901,R565941
R698754,R806439
R775486,R471198
R603364,R786244
R448530,R659596
R973597,R811691
R576198,R418386
R448071,R736474
R562205,R139452
R270767,R780334
R401243,R581776
R736984,R509817
R637065,R183539
R197903,R724462
R153061,R480893
R188238,R636110
R936313,R578708
R732266,R177890
R816356,R821362
R857332,R898531
R656804,R882052
R760761,R718038
R134481,R461706
R861760,R420873
R472756,R698466
R404927,R798616
R441913,R721311
R518903,R493123
R958629,R470775
R239695,R600068
R345980,R869703
R428589,R858084
R714465,R245792
R544523,R405812
R142565,R889100
R712851,R183710
R470115,R840207
R515460,R276116
R927256,R909420
R221020,R363648
R942205,R149100
R471057,R234829
R500299,R572557
R411315,R954260
R162436,R186637
R639573,R335583
R119648,R647262
R884298,R813150
R520375,R526947
R899769,R536034
R745164,R105886
R685208,R557155
R147648,R601538
R956348,R806196
R886212,R219394
R875254,R555434
R726385,R453797
R729970,R160454
R893698,R844205
R969374,R301097
R268121,R351930
R182149,R435913
R137133,R863951
R278506,R307051
R515971,R674461
R961439,R130842
R574916,R926290
R520596,R184301
R160891,R337687
R449265,R989280
R667709,R703748
R297226,R878197
R854076,R923450
R802682,R808586
R174123,R310877
R791360,R965743
R599647,R958561
R166631,R508222
R649209,R141181
R474091,R442615
R150332,R244947
R214904,R916066
R927000,R228230
R594075,R580810
R903309,R656964
R257532,R840724
R412913,R587281
R841750,R904359
R789012,R310792
R299976,R709418
R493240,R763522
R363282,R196240
R341243,R401641
R580518,R584411
R509297,R361705
R428277,R183736
R510909,R566496
R441587,R401019
R926742,R955693
R608843,R394068
R808596,R235478
R734598,R628758
R550983,R703652
R550332,R107903
R529961,R774754
R656664,R656680
R475706,R363711
R645229,R542644
R918411,R293355
R669169,R190249
R430308,R800367
R153114,R568397
R134634,R581924
R107315,R441711
R679669,R503830
R925234,R580034
R662876,R656834
R790339,R555716
R656435,R752033
R570978,R946975
R976375,R310605
R538854,R985114
R696911,R647937
R794935,R124943
R626183,R104231
R987675,R175374
R632302,R332539
R729274,R167645
R787097,R751291
R575871,R552269
R769807,R844937
R728344,R707842
R727440,R285936
R999774,R255197
R417207,R554596
R987848,R751006
R654998,R683551
R744065,R152872
R535505,R679601
R828927,R419649
R639620,R921196
R462617,R827824
R752948,R513537
R658585,R649624
R746353,R454957
R835674,R399323
R231753,R448061
R855718,R418339
R880409,R852091
R847414,R578080
R416915,R203379
R706078,R700191
R883141,R322074
R327376,R151881
R150946,R278151
R793606,R412971
R284741,R370217
R443502,R205056
R790284,R808883
R468409,R418367
R977860,R766935
R872812,R154501
R105503,R420171
R758260,R450955
R272939,R946261
R595804,R202046
R226570,R334751
R461872,R631265
R937095,R219987
R692857,R520087
R702052,R392683
R568909,R355952
R164222,R116089
R487074,R932156
R637793,R318491
R460535,R294490
R455221,R688727
R306475,R981896
R425041,R338050
R537985,R687774
R476686,R552906
R474632,R928888
R226520,R854667
R496689,R504914
R328201,R483619
R214346,R802878
R794610,R820200
R219996,R692114
R390012,R128362
R768010,R865743
R725010,R370057
R218430,R589884
R867419,R709086
R288799,R933201
R457760,R416109
R317674,R589648
R891278,R927210
R783820,R394888
R793941,R933095
R902279,R879110
R664639,R112574
R657887,R713411
R951469,R118527
R761992,R245928
R677873,R330823
R338913,R364076
R719620,R469228
R110339,R286198
R974155,R667870
R274771,R578872
R290884,R522546
R800207,R966779
R719502,R385640
R298393,R550354
R327681,R631273
R486119,R769997
R698790,R181505
R505084,R890561
R950760,R517102
R791324,R993936
R641769,R546227
R132719,R759570
R329951,R942814
R311499,R242443
R686151,R706795
R630159,R847415
R955596,R976617
R477927,R528047
R735452,R156134
R552224,R913644
R741377,R405031
R221673,R621639
R701201,R174168
R119521,R733932
R481592,R241182
R523278,R786761
R811622,R488238
R848821,R151125
R121794,R701212
R298538,R607550
R204753,R680806
R118710,R766650
R658767,R294369
R777999,R852467
R590273,R793755
R648155,R167583
R273438,R802694
R194634,R437385
R908896,R551580
R760272,R684325
R523570,R435624
R151499,R953800
R685050,R398152
R226700,R328400
R317728,R859207
R307550,R972250
R749189,R452313
R938769,R845119
R899637,R996164
R259460,R248698
R133034,R287165
R231305,R127647
R580713,R665235
R881438,R324574
R748605,R745885
R774372,R553478
R790468,R356827
R842683,R714169
R504204,R613374
R815649,R914532
R507289,R804166
R904756,R176738
R344118,R589213
R549373,R178125
R194336,R978382
R961281,R113289
R731705,R977469
R413684,R256022
R939902,R942818
R695726,R540000
R639833,R330660
R116102,R128363
R778058,R776524
R275759,R592854
R802183,R587620
R921606,R993678
R358128,R849075
R713009,R155074
R841359,R432542
R963498,R755758
R937390,R114775
R411094,R639603
R866401,R365315
R149955,R609990
R332946,R204195
R230712,R170755
R699627,R727960
R806313,R444694
R464843,R476969
R646098,R743988
R386462,R647674
R183827,R230908
R848890,R155763
R790110,R758059
R871476,R253432
R744668,R392996
R209724,R758848
R822356,R387538
R257596,R399078
R644744,R301505
R712560,R566162
R341006,R937330
R308713,R472004
R624986,R460349
R196432,R213926
R374465,R933793
R200362,R373658
R995181,R520489
R409237,R795532
R171000,R822940
R770400,R402437
R993851,R854264
R638226,R753985
R434763,R732530
R888271,R621768
R664726,R609116
R456055,R293380
R146833,R340917
R278071,R854537
R142724,R120789
R462011,R555481
R460144,R132281
R794449,R933745
R625449,R396993
R960056,R186005
R305917,R476924
R675720,R793711
R656328,R506097
R683216,R245508
R845296,R429567
R700172,R744710
R981832,R900861
R225895,R637289
R510212,R285669
R581489,R841435
R877528,R283992
R305057,R894011
R433779,R671315
R377464,R730271
R833543,R339072
R427110,R522827
R886318,R379356
R471268,R330140
R935429,R299697
R353126,R445636
R701549,R870387
R681587,R642626
R991230,R950787
R506803,R308349
R763986,R583169
R239646,R544719
R984676,R640761
R713160,R104266
R275507,R977889
R380181,R458344
R322874,R792820
R810674,R142663
R226374,R921825
R568103,R459951
R321840,R467595
R322679,R434496
R857875,R927117
R575049,R917939
R524935,R530333
R279303,R499003
R760121,R318490
R248146,R384162
R785430,R234199
R241966,R742299
R321559,R590727
R910391,R755281
R148352,R621172
R908222,R311793
R613906,R204154
R646740,R673246
R709063,R367126
R709506,R208045
R958372,R303251
R496906,R620307
R688608,R351637
R194010,R460406
R401668,R186851
R784247,R928369
R443289,R643159
R381764,R200293
R455159,R750300
R177387,R394545
R568867,R592929
R344412,R208018
R269018,R350499
R181710,R544619
R858966,R360821
R317015,R378905
R389766,R682030
R312334,R484711
R192808,R933107
R881242,R578283
R394122,R589817
R515574,R709003
R378430,R270863
R406730,R178704
R725090,R314109
R663347,R697776
R722202,R994677
R728401,R963924
R358667,R713314
R181597,R446107
R280220,R436234
R643488,R339013
R130938,R582659
R723698,R431844
R452529,R587591
R812086,R115176
R923923,R590695
R938233,R660917
R708860,R653810
R889734,R145844
R765851,R176057
R682282,R718290
R504026,R181909
R254827,R394911
R912876,R171466
R451781,R638401
R376084,R214633
R429279,R122361
R540393,R916413
R415406,R668998
R470258,R128641
R538731,R840650
R405930,R810204
R744970,R299491
R564353,R310184
R210068,R581087
R780475,R837057
R954975,R479487
R522432,R279846
R908740,R405492
R157629,R797865
R274327,R119686
R904723,R467625
R854168,R268870
R376040,R212915
R945037,R765530
R898649,R602865
R608064,R992278
R907160,R200508
R293171,R209612
R292870,R893137
R711959,R177050
R625624,R265196
R985139,R159519
R817111,R846486
R656356,R521812
R858587,R659519
R546165,R533600
R641043,R799264
R616607,R395596
R721618,R194790
R327933,R939536
R112976,R442804
R263520,R659400
R610813,R194671
R947209,R758713
R486873,R487326
R783044,R386351
R507990,R292683
R583956,R573481
R841997,R176214
R677168,R392482
R878456,R188304
R602967,R231280
R660668,R934277
R538111,R983639
R652455,R396943
R451774,R273978
R810069,R214794
R522251,R390058
R587832,R990220
R382934,R481576
R330398,R250724
R655953,R224840
R642684,R873537
R485829,R890034
R687866,R773835
R865370,R458278
R440284,R792949
R424567,R713472
R626087,R965533
R223654,R632062
R350431,R225935
R653198,R589284
R911588,R681635
R298465,R876129
R462120,R557267
R727768,R523579
R418108,R900514
R720718,R631438
R129872,R399842
R218714,R825547
R989942,R189628
R942707,R332096
R298055,R660542
R713894,R838703
R195600,R722107
R839573,R774545
R642854,R664716
R967152,R896598
R247716,R459303
R279443,R408043
R900035,R596256
R324616,R962697
R782842,R712351
R787180,R592271
R977896,R619097
R736602,R241279
R621566,R249734
R687822,R676717
R676996,R478471
R281247,R394878
R432003,R457838
R918419,R436199
R156823,R243722
R641189,R766588
R889463,R944936
R551279,R364995
R812295,R305498
R948916,R202814
R466065,R617923
R802286,R123153
R542762,R847738
R391143,R996946
R436835,R593807
R969595,R125459
R565075,R946350
R572773,R930962
R362798,R128177
R851937,R251939
R588323,R192313
R689487,R910945
R245751,R153847
R992523,R937626
R293960,R738964
R935096,R556649
R121776,R198775
R374264,R294726
R751582,R220495
R219447,R133137
R666774,R526526
R257257,R307547
R349097,R228249
R914579,R225650
R523032,R717127
R860935,R322096
R165522,R414927
R177893,R890086
R728936,R411630
R525491,R414476
R538421,R948897
R593885,R153970
R626838,R766993
R968907,R754089
R173976,R567394
R627192,R899312
R189246,R852685
R962264,R976897
R494436,R580169
R648460,R710423
R245540,R160363
R120116,R470580
R254140,R197185
R450279,R367680
R292190,R518021
R532539,R444719
R598236,R592954
R193895,R959558
R195422,R755059
R436882,R414030
R463108,R443477
R655921,R854046
R725191,R487230
R174511,R564988
R851336,R417904
R923891,R787862
R686630,R293657
R950870,R958791
R399170,R348049
R891272,R591283
R956756,R196774
