R908402,R659473
R794688,R725633
R553560,R694302
R840481,R658282
R111483,R361270
R914565,R461336
R710509,R434705
R270656,R861023
R878072,R245347
R761703,R959354
R910007,R353382
R158651,R338259
R201758,R318660
R923252,R615809
R867607,R176511
R512964,R613348
R632109,R941529
R998526,R470958
R683354,R222491
R630446,R178649
R619958,R667820
R404795,R322559
R747122,R398763
R933935,R223875
R269355,R975995
R850840,R798079
R705362,R877086
R712152,R502225
R688881,R229515
R445614,R279586
R498646,R367949
R611839,R371662
R647424,R525890
R751408,R468700
R110652,R606828
R452385,R668594
R844704,R355427
R507990,R292683
R952778,R254015
R499851,R695388
R723609,R681962
R863381,R372918
R859021,R919136
R795066,R531572
R261779,R612352
R337632,R594382
R435417,R348950
R749277,R230750
R875338,R882156
R518067,R621459
R985139,R159519
R462534,R724818
R442007,R360169
R488927,R591418
R334182,R458342
R801794,R605670
R695515,R293295
R841997,R176214
R940950,R991759
R165763,R745912
R712275,R520539
R403999,R260886
R731316,R789336
R204092,R412241
R975335,R276152
R625920,R258158
R920519,R634154
R643875,R311516
R308664,R797158
R291232,R884649
R581226,R484642
R480766,R813133
R962230,R390696
R784544,R756213
R832243,R634905
R611791,R793049
R651440,R513379
R852262,R148653
R359396,R415984
R119836,R867070
R447442,R550915
R627556,R886776
R920036,R919120
R903115,R346121
R567201,R237055
R988793,R317978
R606526,R955700
R874544,R209244
R679870,R733965
R224142,R385494
R221996,R960938
R671566,R261432
R283504,R317647
R945759,R874486
R477699,R282960
R573565,R708037
R594834,R850260
R724324,R287341
R185911,R940241
R299375,R154439
R345327,R930107
R988658,R328528
R353660,R790633
R943755,R649834
R309595,R414993
R692582,R505368
R213676,R261419
R351610,R758771
R482388,R249876
R598154,R111369
R313200,R149167
R495235,R947059
R715677,R233374
R651665,R347543
R232178,R678303
R683206,R687691
R264923,R470393
R111513,R572597
R192808,R933107
R448853,R740012
R182585,R684471
R675659,R616246
R825399,R842193
R109875,R822630
R659091,R757008
R533683,R830755
R548979,R308502
R807692,R657311
R740099,R614541
R638874,R359828
R266907,R354715
R912446,R574368
R871137,R337666
R633433,R462918
R934919,R678824
R338787,R736513
R582074,R766166
R853257,R166112
R631314,R570650
R756638,R660696
R365837,R408133
R412615,R691289
R504638,R762309
R351791,R889950
R931235,R933997
R882183,R831040
R893460,R107766
R671957,R575285
R323366,R965337
R132944,R641651
R983845,R339323
R194340,R607223
R375594,R511939
R771095,R926078
R957315,R702634
R711214,R812073
R623330,R456176
R613030,R718672
R289890,R410693
R234425,R994861
R759739,R532909
R524880,R320635
R296665,R520305
R239818,R676531
R901516,R966946
R514985,R135362
R196432,R213926
R464915,R283551
R272532,R766088
R962946,R429790
R152740,R521994
R404111,R897000
R198450,R230764
R692857,R520087
R897867,R187649
R148990,R949420
R624248,R342938
R306871,R501349
R605988,R897689
R446024,R132342
R218572,R954145
R700212,R160502
R500522,R557528
R858815,R685693
R599225,R677271
R668580,R381137
R765704,R481404
R618230,R510345
R954207,R100852
R578527,R752098
R156159,R542401
R572541,R396409
R231849,R903911
R813717,R264623
R397948,R777178
R577404,R356371
R198510,R793484
R479759,R903493
R344242,R945874
R204903,R280752
R126528,R457320
R634498,R503578
R981709,R395519
R420647,R863140
R253461,R139649
R382119,R362161
R274894,R528980
R593436,R799222
R324529,R675755
R203989,R918374
R345862,R702475
R414724,R629502
R423991,R847683
R460081,R844090
R346033,R893448
R725414,R550341
R468858,R265897
R774158,R877128
R116627,R789729
R705348,R646078
R665906,R539277
R768807,R717107
R153892,R274836
R875769,R455841
R988453,R460965
R199028,R806621
R960287,R877163
R288749,R639147
R576889,R927798
R647172,R928921
R284025,R588976
R694131,R115667
R704105,R535068
R796934,R856440
R752141,R615896
R224846,R840747
R502343,R194241
R913216,R666687
R728888,R946924
R540957,R819457
R724294,R116095
R856229,R470251
R810576,R339822
R784999,R968707
R615693,R551858
R500018,R366291
R722012,R342927
R437579,R417886
R545950,R266155
R610805,R455230
R261304,R714582
R411055,R533814
R418506,R250967
R699476,R697230
R228210,R369835
R393868,R476365
R984865,R991983
R702031,R870046
R152991,R453332
R811692,R666762
R242165,R360452
R161459,R176712
R815991,R807068
R116133,R223540
R893480,R859455
R533630,R744228
R976537,R930020
R659373,R199381
R484528,R736901
R283770,R361790
R708767,R349463
R717761,R593563
R798646,R540029
R688351,R764616
R567573,R806043
R518992,R428576
R473828,R432549
R263385,R184399
R603332,R706734
R463000,R759882
R779162,R113088
R645779,R380595
R896467,R856943
R935405,R702234
R579074,R317981
R108739,R485505
R980512,R493771
R163959,R764231
R652776,R984273
R668474,R348808
R994059,R600648
R778875,R444246
R785107,R435747
R947156,R587071
R246210,R338013
R529769,R686258
R341816,R104616
R559471,R655841
R330914,R150868
R340296,R350959
R924146,R627089
R355680,R981666
R178867,R559255
R563943,R341879
R792421,R817484
R119932,R390902
R492389,R841916
R684675,R315216
R602098,R185868
R113040,R679171
R739312,R322964
R157637,R892173
R401362,R688166
R100793,R913646
R958692,R658304
R140536,R475977
R627959,R279515
R307666,R351825
R933077,R195599
R546190,R123517
R678167,R523211
R410743,R296151
R265812,R146193
R733102,R218466
R380635,R758565
R156518,R672016
R346704,R868128
R155368,R720930
R230604,R640849
R960329,R178633
R473814,R365119
R157101,R214496
R932259,R467756
R585602,R447484
R902275,R443751
R921481,R758375
R826047,R448508
R237920,R875056
R297459,R429692
R964261,R691198
R770719,R835352
R611983,R854717
R711197,R513644
R672437,R107365
R277552,R703392
R150224,R906255
R636617,R206284
R151358,R120137
R301632,R356633
R299612,R926812
R744595,R773033
R192113,R536232
R649812,R742805
R149788,R779612
R880580,R181926
R858885,R513010
R695877,R631780
R163015,R411051
R824391,R217930
R825884,R277675
R841555,R460543
R148389,R225452
R668987,R895386
R166201,R662213
R707881,R295898
R716485,R351751
R649023,R192196
R929465,R803449
R185533,R255679
R191038,R940269
R453751,R145905
R593024,R558711
R861011,R289234
R314257,R187900
R407318,R550937
R684810,R497770
R591692,R109843
R486780,R433296
R776677,R375048
R275465,R597842
R568322,R123952
R328678,R451519
R273939,R950138
R883891,R926613
R342815,R316682
R913451,R177140
R449494,R754938
R722165,R991566
R713051,R185365
R654885,R541773
R333177,R270707
R475004,R178351
R216970,R863569
R231473,R350317
R922712,R468507
R413938,R685528
R905961,R689529
R497963,R619300
R581798,R217974
R792365,R340129
R950393,R339980
R599362,R656357
R280669,R320546
R326321,R883027
R757367,R864716
R587597,R163323
R412169,R751646
R750742,R276216
R132051,R149539
R630656,R486700
R521167,R751256
R370978,R811730
R138570,R200108
R570056,R921059
R928757,R343525
R436049,R233313
R148931,R917483
R101062,R210624
R117733,R368798
R968863,R275094
R778761,R435569
R431609,R419581
R335925,R177747
R328025,R772294
R409615,R357963
R528616,R188204
R690947,R378048
R277967,R726824
R670586,R169359
R913702,R409112
R971768,R254778
R663933,R667403
R987166,R735446
R735614,R483330
R464154,R493045
R593273,R514071
R441499,R159108
R818502,R721510
R998432,R652797
R459007,R286528
R826568,R802512
R761321,R334951
R581882,R368842
R152201,R797856
R703852,R572989
R172731,R569313
R611473,R650404
R362672,R814329
R816907,R671611
R153887,R402850
R504629,R636674
R716552,R703294
R744970,R299491
R682957,R983894
R791029,R502500
R721362,R269762
R577528,R505852
R334301,R593603
R618072,R666874
R224764,R626853
R464476,R900213
R536323,R112819
R134220,R125571
R411733,R243329
R216749,R728635
R680205,R198583
R428177,R456965
R762351,R139755
R541243,R145912
R534496,R199722
R870607,R813547
R153251,R426828
R584492,R169068
R738858,R205694
R814779,R389011
R268053,R247111
R330964,R989954
R180802,R607602
R721333,R247146
R588803,R826261
R184266,R676677
R572563,R304323
R485362,R837963
R978635,R132364
R660008,R504704
R116156,R219031
R737412,R389273
R469619,R930457
R209410,R299765
R474065,R229931
R653272,R278366
R450515,R158957
R360359,R877971
R648460,R710423
R123473,R381634
R102023,R898034
R991395,R856376
R294457,R960078
R845741,R175579
R177025,R443232
R161911,R448929
R865114,R131668
R455680,R911607
R869341,R555003
R236809,R867256
R118153,R592045
R776845,R852069
R267631,R518897
R852212,R388579
R781464,R948868
R887407,R407969
R266286,R416829
R268567,R840012
R753853,R962728
R568927,R748719
R364982,R517255
R601004,R293942
R129243,R143819
R363376,R747546
R152945,R962818
R403315,R404827
R915246,R716418
R129708,R266694
R159966,R268693
R308683,R941123
R560925,R829039
R986503,R817877
R567115,R477372
R535433,R691681
R806904,R866472
R827052,R750734
R366670,R740709
R625035,R361950
R599448,R219400
R777327,R825620
R613852,R252141
R642404,R883792
R454429,R918810
R452493,R652947
R176252,R259652
R736677,R578483
R517107,R198829
R990959,R772506
R249054,R365995
R520738,R584304
R717479,R661666
R144610,R745562
R819143,R447558
R420615,R701581
R953968,R126972
R794935,R124943
R190549,R641780
R415904,R177690
R176827,R501902
R954905,R734932
R464049,R748535
R576499,R798380
R575874,R423155
R964400,R916721
R863533,R656698
R703448,R758325
R177879,R526775
R814108,R315867
R821995,R535347
R963741,R594859
R676282,R293472
R422221,R789639
R853476,R374616
R902142,R421431
R110506,R818492
R261211,R142468
R750113,R819231
R993188,R175246
R458763,R399099
R790167,R723512
R655639,R363952
R390665,R376769
R682366,R717237
R942846,R780292
R635966,R410565
R813580,R238874
R570893,R602447
R393214,R416403
R958487,R938312
R656971,R843924
R486994,R147110
R452025,R917815
R452887,R677165
R999120,R397181
R646740,R673246
R129475,R551886
R986448,R680643
R861509,R913397
R178109,R416841
R571482,R148091
R878134,R101942
R711610,R475025
R105503,R420171
R995479,R893902
R838707,R541741
R710490,R829051
R836913,R228128
R590963,R278768
R375993,R592586
R881700,R109761
R388527,R786352
R750419,R870485
R217546,R220914
R552678,R933162
R205126,R164545
R230588,R369386
R249123,R480268
R130720,R241291
R262139,R253387
R515768,R532543
R936451,R608249
R977687,R931128
R267118,R158101
R604427,R391156
R892797,R661051
R690985,R245991
R143586,R197205
R930600,R876320
R198676,R543660
R742362,R109559
R102267,R264510
R131244,R489084
R624271,R368193
R310058,R149595
R511952,R574070
R302667,R553628
R424977,R805127
R682029,R182409
R701350,R504423
R549177,R169631
R692530,R476408
R841514,R328988
R656287,R350406
R677612,R470037
R641953,R195967
R132296,R802294
R245296,R101766
R513111,R491896
R365706,R837499
R313206,R863265
R827024,R137145
R658767,R294369
R882986,R561354
R347086,R412404
R963482,R444641
R579405,R601470
R500463,R254453
R360026,R856349
R952330,R922713
R618811,R263030
R460373,R497158
R729093,R824022
R849770,R143140
R746931,R315063
R509128,R161071
R497492,R917750
R377635,R108479
R941341,R147515
R158546,R748974
R692099,R234698
R476096,R856013
R168389,R861493
R472118,R811270
R917863,R832697
R380518,R174703
R448992,R796901
R220947,R701108
R520130,R572947
R562796,R180750
R172685,R132850
R549865,R558313
R551146,R836890
R692055,R461039
R550955,R794933
R848435,R822221
R451578,R481677
R919144,R783119
R679777,R249027
R813838,R776537
R728487,R633817
R508321,R289155
R775267,R292009
R777308,R800266
R494475,R838309
R755789,R591251
R948903,R557193
R778061,R649433
R783860,R290587
R190079,R888959
R857956,R454049
R534633,R650382
R287295,R557179
R658645,R607489
R312386,R605355
R586676,R992719
R559837,R801364
R514288,R281282
R790072,R807799
R853255,R824692
R576396,R836316
R681372,R271033
R679804,R824503
R756482,R656470
R228310,R950806
R736154,R564085
R824693,R883280
R451802,R973075
R583604,R316914
R467693,R596397
R930582,R940292
R578755,R527293
R657102,R703829
R715827,R968761
R300992,R773741
R784388,R760583
R258019,R717471
R468434,R104977
R604365,R410788
R579487,R519723
R328966,R173258
R651663,R254074
R211784,R363926
R672079,R507435
R936865,R509932
R321472,R228573
R474162,R342837
R395837,R933092
R355659,R775888
R223744,R985548
R416192,R555693
R961682,R947001
R136338,R189820
R423767,R398855
R538509,R333522
R401332,R950988
R526200,R910787
R843342,R953941
R531315,R374248
R350194,R101979
R958364,R123844
R255640,R656304
R790605,R814395
R814368,R325943
R952757,R454207
R843795,R553597
R884960,R353564
R717477,R872457
R812098,R520552
R851920,R860698
R494923,R576388
R173280,R181382
R411702,R594954
R135787,R477366
R776861,R259512
R638139,R185738
R109811,R625753
R789127,R746025
R379782,R571159
R230062,R275121
R260181,R632107
R454363,R491859
R242059,R215558
R112684,R564876
R688290,R574099
R671554,R947648
R694182,R830756
R674050,R647059
R713475,R463775
R149191,R571799
R539621,R201197
R926359,R142647
R987856,R921006
R423446,R838963
R720404,R228350
R935788,R678515
R329582,R160529
R132719,R759570
R363580,R971192
R164458,R118262
R362146,R403371
R250477,R274356
R703068,R597682
R195742,R745761
R309852,R534067
R193351,R563554
R711410,R952562
R402257,R983678
R908983,R773140
R644871,R365170
R213966,R682653
R514426,R380521
R624654,R591091
R907731,R965720
R881544,R500150
R332905,R379834
R316773,R251309
R437883,R704451
R291686,R347764
R509498,R385303
R615907,R407587
R521402,R363116
R497357,R137491
R448464,R222416
R149550,R699031
R229547,R767051
R150516,R963368
R790521,R421815
R923898,R745604
R543642,R375913
R430418,R828911
R312334,R484711
R373561,R893853
R357620,R111836
R419336,R196970
R578796,R229987
R470303,R989964
R481067,R773020
R888688,R834946
R799166,R445943
R902044,R408872
R101301,R641246
R935092,R513095
R190462,R307213
R783538,R395996
R484889,R135293
R832228,R641818
R713834,R460122
R730709,R218982
R763834,R583218
R411310,R590758
R451680,R932562
R763639,R546371
R203024,R767392
R364619,R305906
R999454,R341492
R461315,R349562
R133984,R484347
R894064,R691159
R582923,R731600
R705646,R714620
R775126,R353534
R788106,R370281
R511664,R477814
R266636,R542737
R566300,R135352
R363036,R372185
R738120,R476008
R244463,R209445
R428122,R595890
R394528,R779253
R667696,R644945
R530214,R697240
R964719,R832781
R260754,R755394
R647888,R853178
R703548,R572598
R807551,R616407
R431209,R434957
R211615,R462288
R612044,R310533
R999898,R874138
R553116,R132621
R535246,R251039
R635652,R169848
R623634,R465520
R992735,R186735
R770292,R185726
R854833,R830074
R857618,R166788
R269661,R980165
R195019,R432478
R980246,R498281
R109950,R393299
R503051,R105863
R224828,R883206
R730700,R118694
R164570,R777375
R602894,R412261
R361399,R638904
R332352,R398586
R495611,R877917
R765469,R781433
R512291,R432913
R898015,R845081
R958377,R639763
R941760,R431134
R755423,R958898
R433840,R893995
R812843,R186358
R122144,R907746
R789796,R269777
R384073,R880261
R433253,R645879
R561563,R482511
R353566,R305431
R503580,R613135
R497585,R991659
R974532,R759238
R776590,R612091
R453486,R449096
R448647,R160253
R765589,R360893
R180870,R885942
R976772,R239796
R252289,R806752
R543188,R292914
R763640,R309608
R397746,R877103
R239496,R765654
R458611,R748032
R795922,R472785
R381957,R156303
R397912,R320965
R228333,R830621
R877224,R959010
R279540,R603113
R830306,R562912
R656283,R749677
R331910,R322966
R373097,R139677
R690089,R236457
R144659,R800160
R642669,R697071
R237649,R565329
R240958,R910372
R848668,R618371
R310151,R410695
R546805,R511421
R983597,R427731
R803347,R312395
R143802,R875601
R875058,R667287
R265443,R564217
R225169,R149572
R599156,R789106
R399140,R152302
R527475,R675937
R266641,R783158
R631481,R899315
R552482,R529242
R523578,R972515
R429063,R602309
R179098,R154204
R102002,R370395
R169873,R374288
R925880,R324321
R476713,R240093
R356035,R738681
R661981,R523992
R440913,R571701
R495360,R179869
R204163,R332495
R320047,R939202
R936131,R631910
R781508,R942281
R343152,R267201
R584061,R666529
R385809,R278391
R576441,R298967
R435450,R982738
R622540,R396996
R317241,R303032
R120232,R183816
R304987,R132519
R409120,R377209
R647467,R551275
R180914,R658186
R935157,R830484
R753618,R735177
R659356,R181250
R391035,R245800
R495376,R940357
R668956,R843483
R541500,R716081
R322308,R634534
R184856,R130777
R467646,R493064
R214771,R937283
R620913,R462705
R488175,R694653
R329832,R213811
R441327,R771481
R484345,R820181
R890254,R843702
R779156,R673412
R397695,R449284
R607637,R902229
R863085,R170177
R203501,R302634
R832398,R609603
R338945,R976345
R599359,R348471
R137676,R783025
R484408,R166465
R656217,R733262
R770739,R710073
R582297,R825337
R204966,R382360
R805919,R868845
R750345,R300401
R689046,R243936
R804923,R419695
R597990,R216797
R720921,R694622
R809816,R692175
R959345,R789914
R848526,R793272
R489534,R876003
R783598,R762674
R908984,R194553
R704634,R577401
R104518,R554492
R246595,R469748
R324254,R832305
R291545,R382504
R961985,R751658
R782822,R610380
R827150,R221617
R183262,R989343
R553489,R626928
R214042,R540620
R280599,R625987
R193394,R800465
R363018,R423885
R440456,R307064
R717739,R762801
R509184,R600171
R603552,R770094
R425363,R126887
R307187,R852914
R763152,R779447
R947407,R434492
R581242,R995322
R199977,R858351
R801165,R274457
R714734,R901948
R471028,R560277
R626316,R954752
R920570,R205436
R732288,R746038
R160727,R517086
R452019,R611728
R816075,R551379
R396262,R999124
R203709,R387613
R798897,R933282
R337670,R132228
R696902,R200026
R165926,R573442
R278866,R149121
R839634,R960251
R305525,R278920
R923396,R784260
R382447,R267100
R480224,R897485
R461953,R931045
R454704,R260440
R584149,R443848
R989839,R761530
R998459,R258127
R676304,R969676
R760012,R576956
R338739,R622200
R706118,R510033
R480519,R266876
R721657,R642434
R205620,R343891
R907031,R151701
R816515,R430735
R796669,R189680
R677078,R766400
R905666,R221930
R237524,R593458
R939044,R248404
R461141,R828361
R436397,R195829
R710369,R470173
R479129,R576757
R699796,R378771
R301062,R707278
R773271,R639453
R600156,R454486
R790052,R174217
R706318,R557582
R845846,R296601
R799029,R466737
R974730,R517912
R328867,R640522
R594457,R461685
R409271,R367826
R872285,R780568
R547803,R595295
R840255,R536473
R271733,R633864
R673245,R273136
R175601,R630454
R358025,R885904
R407093,R252683
R876228,R146842
R530908,R919060
R998569,R900606
R867319,R767148
R101233,R492121
R697982,R409456
R838932,R128359
R855397,R419793
R676598,R209550
R949029,R776463
R823447,R470296
R646076,R111997
R241914,R228967
R603338,R464022
R647672,R844458
R332239,R123399
R457238,R738418
R453997,R775181
R790778,R754374
R183954,R593207
R796314,R389183
R486807,R703672
R126390,R544837
R276207,R523564
R384879,R603802
R887444,R752964
R927351,R360739
R300322,R632517
R483063,R762557
R438658,R625572
R999417,R563124
R539739,R888737
R438589,R650267
R441972,R209928
R622570,R229708
R137943,R258079
R776436,R449719
R540742,R514108
R299591,R594660
R454515,R473203
R170393,R249802
R721599,R913318
R479486,R149337
R352253,R674542
R865083,R901098
R889725,R139942
R918360,R307331
R145190,R138683
R174889,R520023
R744272,R724878
R263531,R233625
R616540,R371067
R897753,R616453
R155221,R585523
R656761,R977942
R928643,R945549
R539202,R880513
R786058,R225251
R368634,R587381
R748915,R558174
R380700,R872086
R275055,R803169
R982535,R279751
R297137,R105115
R323254,R136525
R817851,R962003
R742920,R270692
R771991,R294427
R130905,R785435
R847769,R949169
R945956,R503948
R911891,R949202
R952777,R596708
R105788,R986883
R232286,R106477
R878320,R425034
R554921,R598196
R733927,R732331
R424957,R479099
R949015,R982856
R334415,R327066
R455832,R440975
R101561,R320525
R667505,R458042
R509286,R118529
R645191,R872940
R667709,R703748
R452995,R739548
R792847,R959287
R708120,R578116
R608035,R946229
R886425,R131791
R163346,R447109
R218334,R261995
R252038,R905210
R951253,R512539
R194824,R607518
R740527,R729656
R384702,R257417
R632585,R218669
R434649,R360864
R724572,R372753
R278425,R744227
R508804,R922828
R983240,R904928
R695937,R714314
R331443,R986119
R178153,R154330
R513043,R991690
R389416,R304663
R376683,R297367
R376541,R545948
R283104,R564499
R985710,R720432
R493188,R304371
R422060,R378108
R547127,R376327
R433083,R172953
R660995,R566889
R757536,R219484
R304674,R699255
R154300,R656592
R793699,R401179
R150530,R918320
R470086,R873886
R655356,R308282
R541614,R178193
R135234,R699623
R508414,R616865
R767832,R358414
R846665,R877313
R494485,R444783
R416774,R461653
R672817,R734809
R250536,R832426
R207553,R521039
R935832,R501528
R108029,R829760
R379732,R653761
R490520,R761623
R447948,R512779
R297156,R154459
R234738,R920992
R791515,R183627
R312782,R246792
R513401,R929905
R513454,R743565
R653376,R557401
R473954,R210200
R797958,R287676
R453519,R218042
R711047,R150534
R264057,R211197
R377939,R550818
R748924,R823446
R607224,R235906
R318552,R594847
R814268,R955282
R580428,R953745
R470258,R128641
R937847,R633147
R121754,R955522
R365144,R919600
R684703,R639907
R450436,R510776
R206083,R925780
R471444,R927917
R400246,R235215
R199637,R803278
R217184,R117724
R346309,R229609
R801136,R146645
R905401,R244138
R164321,R739747
R119807,R980277
R889279,R143288
R161496,R637183
R302092,R457997
R497842,R576887
R961563,R615739
R878236,R928579
R705443,R148473
R470040,R962370
R653144,R919095
R710415,R557894
R667236,R603508
R942971,R480470
R824250,R816860
R175575,R208435
R704097,R738959
R831468,R857659
R127084,R818498
R707860,R180074
R149087,R944720
R761665,R848671
R590597,R266442
R159748,R575605
R448530,R659596
R530890,R568576
R399412,R898745
R524941,R902771
R627429,R809187
R987044,R655740
R578609,R699315
R878291,R521012
R538566,R373029
R608444,R856838
R443042,R876519
R485635,R715883
R838784,R296814
R782086,R127336
R734253,R681154
R251806,R560051
R976210,R904624
R184635,R296095
R330884,R323046
R144356,R295420
R706421,R814179
R218714,R825547
R293171,R209612
R916702,R703027
R868818,R951104
R810199,R314324
R998567,R998109
R988774,R428821
R506235,R301418
R415317,R612711
R400261,R397616
R801239,R829934
R624852,R779773
R326270,R950336
R351419,R811189
R830356,R682687
R723238,R808061
R785322,R507563
R260782,R642362
R675907,R423393
R483244,R369450
R846709,R819520
R491605,R442149
R410859,R192938
R950552,R461505
R848588,R890946
R402260,R841843
R845908,R942672
R658165,R605814
R656777,R253330
R736689,R128297
R277679,R211159
R517205,R214649
R991308,R178085
R838498,R489131
R400323,R358885
R504407,R391623
R110681,R664057
R686947,R282566
R676052,R787808
R463054,R230778
R631640,R975411
R494148,R865349
R471390,R850106
R739271,R445981
R798496,R957874
R238150,R885171
R414995,R475397
R753540,R937720
R725791,R462299
R952303,R776622
R183086,R297439
R360368,R970717
R188632,R885220
R814582,R125424
R486966,R185183
R514043,R204676
R695052,R191505
R871344,R656487
R655838,R116474
R237150,R150729
R388945,R708271
R472546,R292088
R643306,R610010
R962680,R564244
R457365,R467270
R544124,R458257
R649369,R114141
R520273,R163019
R710654,R613318
R979460,R894855
R879692,R348589
R192424,R323328
R952408,R268907
R983616,R460089
R468722,R778641
R971621,R871885
R791526,R915152
R593519,R289776
R801504,R842817
R364249,R292765
R197233,R973647
R604009,R196801
R743143,R603945
R738860,R910520
R457750,R424918
R920855,R735816
R511593,R879579
R399395,R941342
R942210,R906687
R363736,R144678
R834160,R513915
R217752,R423906
R783988,R555548
R734294,R113064
R786265,R588610
R683268,R919175
R681758,R226692
R480361,R507447
R717026,R371016
R402428,R254003
R346524,R868611
R920573,R547169
R875102,R528354
R286300,R368965
R349214,R433612
R391635,R217772
R243767,R250065
R629193,R223845
R179118,R928160
R558856,R829420
R620349,R237407
R957581,R452478
R713622,R769761
R409455,R398635
R928596,R727551
R840785,R637871
R137702,R375801
R338058,R223413
R795670,R368380
R807253,R643485
R498144,R709118
R345168,R538141
R466247,R601576
R215846,R852499
R808545,R145676
R337295,R767276
R197868,R414845
R909487,R251015
R801885,R770550
R550587,R733530
R513431,R671340
R172373,R777912
R285896,R263173
R417345,R357270
R202223,R148013
R969382,R798310
R584751,R740571
R995373,R709997
R199972,R294528
R536162,R940549
R298403,R896874
R754576,R334200
R729465,R563379
R591277,R152739
R801191,R469935
R200329,R173560
R730642,R972005
R240103,R121609
R198865,R616184
R112295,R399589
R632059,R670428
R706802,R648798
R726394,R385110
R508369,R673490
R998597,R977252
R959843,R729480
R579299,R841223
R359484,R559913
R933207,R798044
R752337,R923392
R499978,R974595
R185299,R540956
R392501,R457980
R864965,R465254
R982506,R361948
R488969,R882530
R649940,R995325
R571845,R273699
R308884,R487003
R997649,R770912
R173893,R527121
R352400,R355838
R607561,R919041
R185528,R305929
R568003,R200537
R319394,R821748
R498903,R832428
R705710,R324490
R390353,R291235
R809554,R658425
R380181,R458344
R946164,R807924
R650876,R910223
R321200,R520511
R523894,R177213
R130084,R586906
R639255,R304435
R929935,R895837
R416744,R875468
R103397,R500720
R544317,R154562
R600969,R371869
R612808,R613867
R543071,R807118
R634954,R266481
R719404,R462549
R356620,R137403
R535315,R288558
R392929,R272220
R282523,R126080
R201337,R526618
R121011,R401359
R934212,R417960
R684002,R844540
R574453,R314930
R494100,R638650
R796909,R926142
R767336,R642808
R459706,R441472
R532977,R175180
R691605,R209397
R107155,R876082
R725191,R487230
R645552,R445226
R913160,R642008
R839822,R646064
R464556,R309567
R792765,R457809
R467176,R672455
R381105,R682704
R495298,R244331
R373453,R953861
R445011,R615540
R675709,R800467
R540682,R362474
R904187,R198927
R909290,R646342
R256240,R667643
R213286,R887919
R708697,R805153
R427659,R974845
R228811,R680861
R956657,R635191
R109070,R550974
R909692,R869789
R656411,R240668
R149922,R397859
R886927,R573512
R430714,R675286
R308225,R345250
R424681,R288468
R845413,R920740
R721274,R317431
R811889,R484887
R900176,R768406
R609122,R671003
R429375,R225114
R276996,R711436
R181351,R843760
R255173,R689492
R324463,R846261
R461558,R357019
R973708,R351186
R140588,R133452
R623731,R152012
R597487,R718200
R907515,R909261
R500368,R145552
R454074,R321151
R111519,R582703
R725476,R248583
R220426,R459548
R383200,R382708
R940087,R558699
R742259,R711630
R658315,R311076
R374716,R864746
R221559,R361860
R849799,R425390
R772089,R872133
R988780,R672531
R903318,R679712
R784089,R659296
R907847,R723313
R851590,R157334
R226323,R855268
R377223,R876265
R665877,R928536
R809756,R374964
R859689,R985148
R992981,R106468
R503401,R758754
R413215,R924945
R682205,R604097
R285143,R698855
R115548,R423962
R238804,R386293
R577829,R370236
R546037,R838113
R720058,R647018
R285134,R750544
R720380,R566955
R478214,R891351
R996327,R847152
R264006,R494653
R327194,R639070
R232630,R236723
R856826,R691067
R494602,R676078
R271852,R763396
R994512,R172353
R818309,R739051
R243654,R638278
R579833,R357285
R329689,R619877
R476162,R435196
R876193,R796893
R651486,R944703
R886577,R777216
R767984,R755739
R355577,R558763
R346708,R570597
R184417,R270245
R707476,R471989
R414003,R109272
R529157,R112646
R264124,R633008
R391299,R615108
R259606,R600005
R674399,R591376
R739440,R845999
R558679,R559875
R513025,R855105
R824925,R463672
R655611,R104938
R456386,R232752
R929893,R124343
R747346,R602819
R819611,R186382
R243231,R896611
R260951,R423567
R783783,R613751
R925946,R750495
R502964,R369211
R644000,R216116
R540995,R172127
R574100,R371721
R336191,R690994
R988840,R677417
R802668,R997243
R639620,R921196
R399025,R471946
R228868,R296517
R686855,R248958
R225222,R872802
R254904,R963155
R496753,R315527
R405334,R165857
R376730,R981624
R356585,R801178
R526630,R199077
R200685,R772224
R593660,R234720
R283730,R756596
R709755,R698673
R136340,R758153
R503632,R186642
R891429,R618099
R429928,R494802
R437197,R443671
R271064,R490040
R392030,R346690
R758522,R711027
R620803,R335120
R643868,R377198
R334612,R117811
R676983,R599532
R937303,R193185
R454832,R862501
R296293,R144799
R855959,R357680
R388969,R893696
R962767,R445340
R119148,R519609
R801468,R505331
R396664,R540774
R335841,R178564
R974465,R698462
R554100,R542770
R237641,R849158
R367270,R394626
R950511,R779901
R255895,R366375
R842119,R916153
R399514,R263280
R483060,R449797
R364819,R587795
R202090,R246624
R472088,R177865
R182201,R578996
R171700,R765184
R230413,R894919
R642162,R736029
R261265,R916984
R171026,R652462
R606214,R645814
R357602,R554680
R256151,R152230
R379836,R556490
R485148,R182912
R852955,R941720
R484879,R228629
R884298,R813150
R365295,R745260
R484126,R630772
R908211,R623894
R583006,R284170
R302258,R405596
R643723,R486953
R159589,R403867
R934351,R326572
R323648,R833446
R921731,R771553
R290827,R257183
R981931,R609673
R270274,R973934
R500337,R556832
R752716,R379223
R163336,R256408
R576755,R559881
R377456,R555989
R841667,R647499
R566025,R831697
R482244,R672292
R908673,R195740
R747908,R165561
R709995,R925915
R994065,R615652
R330217,R137911
