r100250, r596172
r495997, r312432
r496205, r523498
r496245, r181118
r496324, r683091
r496649, r335902
r496699, r106788
r496714, r325086
r496753, r315527
r496984, r497879
r497144, r982417
r497199, r964253
r497226, r633655
r497357, r137491
r497492, r917750
r497585, r991659
r497842, r576887
r497963, r619300
r497971, r963871
r498144, r709118
r498202, r860249
r498456, r737585
r498632, r707009
r498646, r367949
r498728, r653839
r498793, r425506
r499022, r117939
r499390, r600874
r499444, r792154
r499851, r695388
r499860, r872253
r499978, r974595
r500018, r366291
r500337, r556832
r500409, r627438
r500435, r459569
r500442, r312320
r500639, r288526
r500714, r782300
r500752, r636452
r500808, r300539
r500915, r388183
r500921, r382282
r500982, r871227
r501453, r164495
r501871, r423232
r501875, r412633
r501898, r730326
r501917, r378397
r502082, r992356
r502431, r157650
r502467, r225954
r502604, r728124
r502665, r279961
r502666, r272893
r502967, r371988
r503012, r279487
r503159, r777566
r503240, r468794
r503276, r585413
r503341, r661452
r503401, r758754
r503430, r498445
r503450, r419633
r503632, r186642
r503883, r559060
r503984, r325362
r504114, r784110
r504265, r678535
r504269, r198537
r504368, r683826
r504407, r391623
r504413, r957526
r504525, r124472
r504585, r370863
r504629, r636674
r504638, r762309
r504843, r904009
r504909, r552587
r505089, r696324
r505173, r158265
r505341, r613560
r505348, r239202
r505430, r782994
r505443, r690605
r505495, r433396
r505526, r294988
r505657, r378143
r505777, r764514
r506051, r890900
r506235, r301418
r506440, r898876
r506625, r418930
r506698, r669798
r506700, r297994
r507012, r218637
r507026, r534993
r507082, r825580
r507141, r362129
r507250, r179448
r507364, r702833
r507376, r652277
r507450, r623421
r507510, r444918
r507728, r511835
r507990, r292683
r508018, r645198
r508065, r361009
r508321, r289155
r508369, r673490
r508502, r877718
r508536, r882576
r508541, r127718
r508804, r922828
r509128, r161071
r509298, r658344
r509498, r385303
r509527, r201513
r509566, r515707
r509903, r535848
r509942, r205949
r510044, r387870
r510065, r951601
r510067, r922798
r510373, r263080
r510708, r139423
r510754, r298632
r510804, r713695
r510855, r802817
r511161, r423515
r511342, r332669
r511430, r781869
r511480, r760464
r511577, r149905
r511602, r622312
r511610, r518819
r511864, r228070
r511981, r953559
r512112, r484021
r512161, r551156
r512184, r504439
r512291, r432913
r512567, r569146
r512666, r117625
r512806, r477839
r512826, r226459
r512964, r613348
r513025, r855105
r513043, r991690
r513111, r491896
r513115, r340491
r513298, r340394
r513431, r671340
r513442, r721613
r513454, r743565
r513514, r729350
r513639, r702062
r513926, r862412
r514043, r204676
r514288, r281282
r514316, r875702
r514426, r380521
r514954, r880680
r514956, r174947
r514979, r101405
r514985, r135362
r515084, r207301
r515174, r472015
r515191, r799028
r515267, r749718
r515435, r613858
r515498, r284869
r515621, r189783
r515625, r205558
r515681, r490149
r515768, r532543
r515800, r388211
r515975, r880181
r516111, r320255
r516250, r592934
r516782, r731889
r516970, r950071
r517037, r249022
r517103, r574897
r517107, r198829
r517205, r214649
r517210, r167350
r517360, r500160
r517365, r871420
r517376, r533437
r517596, r906302
r517740, r802603
r517778, r675541
r518067, r621459
r518068, r756304
r518109, r709990
r518234, r267464
r518279, r132559
r518517, r556739
r518678, r347017
r518803, r867737
r518992, r428576
r519323, r417957
r519331, r401670
r519425, r974282
r519571, r734750
r519942, r550002
r519973, r845492
r520026, r153050
r520065, r561378
r520100, r652020
r520130, r572947
r520273, r163019
r520374, r379197
r520409, r596957
r520482, r899950
r520551, r172996
r520719, r224321
r520914, r786772
r521024, r931709
r521110, r690538
r521117, r448298
r521125, r179718
r521167, r751256
r521193, r721650
r521250, r254569
r521344, r863454
r521402, r363116
r521543, r403318
r521614, r479004
r522268, r115833
r522270, r257096
r522495, r251929
r522801, r449474
r522853, r982284
r522857, r775878
r522874, r272865
r522948, r785446
r523032, r717127
r523402, r510415
r523429, r398591
r523432, r160062
r523562, r318193
r523575, r185360
r523849, r314252
r523894, r177213
r524103, r547022
r524120, r389703
r524138, r648700
r524148, r156717
r524202, r731567
r524358, r352365
r524500, r541903
r524731, r603325
r524850, r873138
r524941, r902771
r524964, r738001
r525075, r443553
r525168, r136787
r525491, r414476
r525780, r190803
r525800, r352664
r525968, r884617
r526208, r322973
r526307, r341534
r526483, r595391
r526630, r199077
r526854, r637403
r526939, r150942
r527052, r362646
r527133, r370802
r527266, r779930
r527474, r781174
r527475, r675937
r527482, r148080
r527737, r149800
r527772, r847299
r527846, r984997
r527915, r205087
r527954, r430423
r528168, r647307
r528173, r770368
r528399, r601693
r528557, r709627
r528770, r301043
r528991, r935119
r528994, r957971
r529038, r180192
r529077, r699376
r529261, r959654
r529400, r217713
r529463, r763480
r529486, r481174
r529553, r856012
r529570, r595863
r529769, r686258
r529914, r436601
r530084, r793288
r530214, r697240
r530318, r330040
r530890, r568576
r530908, r919060
r530978, r776188
r531190, r171562
r531315, r374248
r531510, r938752
r531542, r460276
r531549, r754717
r531696, r410837
r531702, r429991
r531866, r283731
r531880, r811595
r532161, r179114
r532243, r450309
r532440, r565837
r532524, r892105
r532583, r574566
r532968, r109873
r532977, r175180
r532999, r330424
r533578, r202246
r533630, r744228
r533661, r943273
r533667, r655414
r533683, r830755
r533906, r744164
r534220, r434233
r534282, r176507
r534294, r420799
r534399, r718886
r534496, r199722
r534621, r799805
r534633, r650382
r535177, r739184
r535243, r789313
r535246, r251039
r535377, r680917
r535400, r301668
r535601, r144584
r535697, r955211
r535763, r565777
r535946, r126874
r536162, r940549
r536180, r545774
r536323, r112819
r536326, r971109
r536390, r190602
r536415, r453989
r536816, r686578
r536977, r323034
r537251, r439650
r537361, r831635
r537593, r965283
r537695, r899953
r537787, r752854
r537827, r992839
r537905, r170558
r537960, r332227
r538008, r378205
r538095, r784995
r538353, r196590
r538367, r512975
r538391, r280557
r538509, r333522
r538566, r373029
r538771, r179913
r538840, r412004
r539034, r416138
r539100, r705087
r539135, r992892
r539202, r880513
r539246, r702740
r539384, r869987
r539411, r852808
r539621, r201197
r539643, r536103
r539739, r888737
r539759, r808522
r539772, r332580
r539938, r771678
r539971, r792278
r540090, r876813
r540180, r192846
r540682, r362474
r540742, r514108
r540912, r996602
r540919, r680536
r540932, r488425
r540957, r819457
r540995, r172127
r541090, r775299
r541199, r773818
r541204, r649941
r541243, r145912
r541279, r722313
r541289, r959389
r541481, r924355
r541500, r716081
r541522, r381836
r541614, r178193
r542021, r368973
r542120, r499731
r542166, r982777
r542387, r362532
r542388, r988675
r542511, r128508
r542630, r306986
r542716, r981354
r542726, r477928
r542742, r338236
r542762, r847738
r542918, r194564
r542962, r736783
r543071, r807118
r543188, r292914
r543215, r699813
r543257, r378887
r543302, r720301
r543512, r871116
r543526, r959687
r543589, r395938
r543619, r979238
r543642, r375913
r543669, r290745
r543682, r844805
r543791, r551395
r543809, r431403
r544124, r458257
r544312, r195854
r544352, r427680
r544368, r984312
r544504, r627246
r544570, r683264
r544809, r882274
r544937, r257761
r545089, r774027
r545380, r226477
r545444, r329262
r545587, r254998
r545637, r934949
r545720, r319307
r545741, r989817
r545776, r234429
r545880, r161009
r545914, r516029
r545946, r378713
r545950, r266155
r545990, r457581
r546095, r271050
r546190, r123517
r546223, r149669
r546313, r368971
r546649, r101628
r546805, r511421
r547803, r595295
r547859, r336649
r548123, r615082
r548162, r215679
r548292, r689898
r548415, r365952
r548646, r275199
r548979, r308502
r548980, r294533
r548999, r484478
r549039, r128267
r549123, r489889
r549303, r743941
r549359, r784241
r549415, r847211
r549891, r352076
r550126, r862608
r550167, r934535
r550587, r733530
r550799, r147162
r550820, r425927
r550868, r520899
r550886, r287097
r551022, r916480
r551146, r836890
r551219, r770987
r551238, r104234
r551363, r267769
r551407, r576944
r551823, r101182
r551829, r377360
r551876, r544283
r551921, r785357
r552299, r643744
r552308, r336692
r552345, r386499
r552482, r529242
r552508, r116580
r552678, r933162
r552884, r414935
r553116, r132621
r553205, r990727
r553260, r937668
r553355, r575058
r553419, r143513
r553560, r694302
r553617, r965914
r554100, r542770
r554146, r292366
r554234, r143575
r554299, r425736
r554309, r355681
r554310, r656930
r554335, r712555
r554425, r317688
r554529, r739453
r554549, r798085
r554693, r659242
r554870, r158404
r554921, r598196
r554982, r705857
r555055, r803567
r555065, r295229
r555346, r420963
r555347, r908953
r555613, r409152
r555725, r619553
r556012, r964314
r556224, r966658
r556229, r832291
r556284, r311795
r556449, r108353
r556644, r815906
r556957, r221511
r557072, r459065
r557078, r843049
r557405, r792652
r557455, r413211
r557718, r496026
r557943, r234352
r557971, r657571
r558202, r503764
r558280, r920114
r558379, r735575
r558502, r571852
r558516, r874666
r558588, r781307
r558679, r559875
r558725, r871152
r558762, r826519
r558846, r545601
r558856, r829420
r558858, r786479
r558941, r369948
r559017, r811246
r559161, r915795
r559211, r599032
r559338, r825511
r559379, r364712
r559471, r655841
r559491, r395774
r559520, r402318
r559624, r273869
r559717, r184103
r559833, r807258
r559837, r801364
r559920, r625301
r560014, r872536
r560233, r654281
r560291, r293434
r560351, r461948
r560367, r874000
r560386, r528017
r560425, r968762
r560446, r283486
r560450, r173652
r560454, r984064
r560715, r642602
r560925, r829039
r561001, r757478
r561373, r525011
r561459, r239737
r561563, r482511
r561679, r583283
r561689, r951283
r561822, r662354
r561848, r724617
r561899, r740502
r561908, r865233
r561997, r721414
r562041, r697660
r562080, r784512
r562335, r352940
r562352, r456264
r562759, r109717
r562790, r244421
r562796, r180750
r563057, r464153
r563155, r231623
r563168, r464870
r563519, r769947
r563559, r359182
r563602, r769102
r563661, r127541
r563676, r213904
r563702, r234748
r563896, r633318
r563918, r174766
r563943, r341879
r564229, r588020
r564335, r521123
r564453, r354760
r564572, r198946
r564594, r823201
r564651, r201444
r564828, r873491
r564915, r609803
r564980, r874329
r565045, r384484
r565192, r249236
r565366, r491415
r565458, r180392
r565577, r924662
r565793, r833239
r565822, r915493
r566008, r178495
r566300, r135352
r566328, r923627
r566332, r910658
r566357, r125991
r566841, r759912
r567010, r570659
r567027, r679122
r567115, r477372
r567178, r852733
r567190, r433166
r567201, r237055
r567315, r370364
r567425, r913536
r567539, r394284
r567566, r999815
r567573, r806043
r567682, r387012
r567691, r177431
r567716, r989723
r567933, r639632
r568061, r690017
r568322, r123952
r568339, r177539
r568367, r827347
r568766, r650785
r568959, r582330
r569093, r899675
r569517, r576144
r569582, r917085
r569823, r183949
r569981, r442575
r570220, r464196
r570232, r471680
r570362, r544153
r570564, r127290
r570680, r655606
r570893, r602447
r570978, r946975
r571114, r858221
r571193, r322633
r571226, r170651
r571482, r148091
r571508, r518004
r571803, r155871
r571992, r626504
r572039, r189775
r572182, r796723
r572541, r396409
r572563, r304323
r572671, r886838
r572773, r930962
r572796, r304444
r572811, r133190
r573043, r613537
r573298, r265834
r573366, r467826
r573398, r562855
r573565, r708037
r573591, r592431
r573690, r253761
r573719, r315533
r573831, r897913
r574063, r107692
r574100, r371721
r574167, r643173
r574178, r527480
r574222, r967966
r574453, r314930
r574488, r522721
r574620, r821878
r574650, r486582
r574709, r219468
r574777, r537541
r574987, r686295
r575160, r908260
r575383, r670973
r575394, r521215
r575483, r865060
r575508, r170615
r575593, r218376
r575874, r423155
r575911, r914677
r575913, r600892
r575935, r461048
r576015, r669885
r576198, r418386
r576215, r682677
r576239, r128164
r576306, r277708
r576441, r298967
r576471, r643819
r576597, r279610
r576673, r794223
r576740, r607567
r576755, r559881
r576772, r691758
r576805, r341675
r576889, r927798
r577181, r891382
r577404, r356371
r577444, r734847
r577446, r862053
r577447, r892864
r577625, r241955
r578029, r209879
r578231, r759295
r578368, r978230
r578412, r236686
r578609, r699315
r578640, r934675
r578723, r956718
r578755, r527293
r578756, r185480
r578799, r497961
r578844, r528365
r578852, r723732
r578946, r542076
r579059, r627088
r579074, r317981
r579168, r798552
r579215, r364255
r579296, r991105
r579383, r641055
r579405, r601470
r579453, r449116
r579487, r519723
r579605, r439993
r579833, r357285
r579897, r623475
r580036, r354049
r580109, r229234
r580347, r755804
r580428, r953745
r580631, r823593
r580647, r396439
r580824, r426022
r581059, r381347
r581226, r484642
r581230, r320949
r581242, r995322
r581300, r857543
r581302, r457893
r581305, r480423
r581354, r210126
r581417, r419513
r581489, r841435
r581609, r706483
r581616, r100881
r581639, r801231
r581798, r217974
r581882, r368842
r581905, r704600
r582074, r766166
r582282, r802422
r582695, r250966
r582719, r447673
r582761, r879709
r582780, r860727
r582917, r194860
r582923, r731600
r582939, r166462
r583006, r284170
r583265, r106076
r583604, r316914
r583789, r284584
r583967, r817784
r584061, r666529
r584142, r805858
r584149, r443848
r584157, r704393
r584274, r405945
r584487, r105262
r584492, r169068
r584496, r492208
r584751, r740571
r584986, r222411
r585057, r977391
r585135, r479255
r585243, r328754
r585301, r382383
r585324, r573530
r585602, r447484
r585829, r714862
r585968, r534378
r585987, r175643
r585991, r644132
r586193, r900673
r586194, r867698
r586319, r631331
r586501, r538472
r586643, r388281
r586848, r809672
r586882, r963281
r586892, r815482
r587116, r435241
r587157, r528077
r587204, r958031
r587270, r390542
r587442, r314706
r587510, r826067
r587532, r666649
r587581, r653549
r587597, r163323
r587896, r981109
r588279, r326143
r588420, r492510
r588529, r468885
r588580, r566871
r588803, r826261
r589037, r346884
r589185, r962798
r589598, r907532
r589663, r217987
r589983, r477274
r590124, r830587
r590136, r267413
r590253, r256406
r590263, r384523
r590300, r753977
r590597, r266442
r590688, r540163
r590963, r278768
r591065, r940777
r591099, r277224
r591125, r788180
r591277, r152739
r591447, r136863
r591501, r620028
r591651, r210715
r591692, r109843
r591744, r128746
r591847, r419627
r591982, r475738
r592129, r535757
r592228, r792490
r592247, r717234
r592341, r252914
r592399, r575665
r592462, r834444
r592479, r197396
r592626, r659044
r592753, r829896
r592875, r419399
r592926, r953787
r593024, r558711
r593212, r860434
r593215, r886646
r593273, r514071
r593281, r559842
r593296, r469362
r593436, r799222
r593456, r458965
r593519, r289776
r593660, r234720
r593730, r292905
r593823, r641345
r593870, r626729
r594072, r494255
r594339, r326837
r594457, r461685
r594569, r771041
r594571, r457224
r594574, r557737
r594804, r872599
r594834, r850260
r594882, r145224
r594917, r756150
r595088, r718408
r595239, r955702
r595584, r116591
r595821, r871592
r596121, r131870
r596228, r274375
r596275, r879307
r596318, r508977
r596334, r912989
r596400, r895960
r596474, r985922
r596564, r354517
r597048, r300280
r597078, r587304
r597183, r846735
r597269, r502348
r597377, r793904
r597487, r718200
r597535, r843197
r597578, r965722
r597634, r136255
r597715, r386486
r597990, r216797
r598030, r463697
r598078, r615060
r598154, r111369
r598214, r191361
r598447, r130325
r598495, r620011
r598549, r856235
r598853, r792100
r598919, r951136
r599103, r246950
r599143, r563518
r599149, r356291
r599156, r789106
r599225, r677271
r599331, r347500
r599359, r348471
r599376, r223344
r599423, r980883
r599783, r849198
r600009, r857950
r600109, r384935
r600141, r146506
r600156, r454486
r600469, r761854
r600555, r107990
r600564, r137914
r600600, r350736
r600900, r140750
r600969, r371869
r600981, r953889
r601004, r293942
r601096, r579759
r601306, r562802
r601387, r258761
r601461, r120986
r601527, r605406
r601580, r869286
r601716, r779146
r601998, r211208
r602172, r236240
r602437, r647202
r602463, r474551
r602498, r954839
r602561, r500394
r602566, r911057
r602707, r143353
r602737, r255430
r602811, r199296
r602981, r626356
r603332, r706734
r603338, r464022
r603501, r425331
r603552, r770094
r603624, r171594
r603701, r156693
r603742, r217783
r603934, r868939
r603975, r974376
r604005, r440580
r604009, r196801
r604088, r813785
r604110, r106765
r604190, r818193
r604235, r947949
r604359, r543449
r604365, r410788
r604376, r244405
r604427, r391156
r604482, r562608
r604646, r930995
r604709, r871088
r604779, r132168
r604845, r614390
r605000, r340132
r605140, r445301
r605250, r514573
r605642, r569936
r605682, r481688
r605724, r861358
r605840, r281245
r605970, r853066
r605988, r897689
r605998, r607586
r606081, r220554
r606138, r127238
r606214, r645814
r606429, r804500
r606490, r803939
r606526, r955700
r606564, r260944
r606599, r345931
r606620, r119294
r606654, r720796
r606697, r853780
r606744, r888969
r606859, r433265
r606951, r476382
r607189, r881466
r607224, r235906
r607543, r619223
r607637, r902229
r607654, r986166
r607810, r496561
r607913, r699500
r608035, r946229
r608185, r803810
r608330, r375155
r608339, r996607
r608342, r935400
r608347, r289948
r608368, r420649
r608408, r956621
r608444, r856838
r608588, r282345
r608651, r504892
r608896, r551064
r608898, r328525
r608936, r252098
r609117, r395415
r609122, r671003
r609136, r883153
r609380, r597683
r609455, r322806
r609485, r567037
r609643, r876668
r609877, r153922
r610428, r703564
r610432, r247120
r610738, r491763
r610805, r455230
r611231, r165149
r611473, r650404
r611523, r492362
r611791, r793049
r611839, r371662
r611949, r652528
r611983, r854717
r612005, r622032
r612037, r967861
r612044, r310533
r612081, r490640
r612082, r700443
r612179, r259417
r612562, r166623
r612808, r613867
r612890, r668572
r612939, r917119
r613030, r718672
r613140, r622099
r613404, r956963
r613441, r970734
r613487, r661820
r613724, r105309
r613852, r252141
r614029, r621529
r614075, r790106
r614082, r323881
r614320, r414049
r614479, r840362
r614633, r547447
r614765, r215526
r615122, r149776
r615168, r110080
r615228, r428128
r615252, r138712
r615403, r241658
r615475, r722989
r615907, r407587
r616018, r979584
r616179, r707422
r616239, r846060
r616429, r543771
r616490, r208521
r616501, r819867
r616621, r386920
r616686, r744010
r616740, r339969
r616771, r636473
r617027, r392147
r617159, r176016
r617239, r606978
r617252, r436836
r617305, r263322
r617549, r963295
r617619, r699066
r617657, r217357
r617889, r774712
r617994, r915333
r618033, r339643
r618072, r666874
r618086, r442651
r618169, r824951
r618230, r510345
r618278, r917906
r618354, r392516
r618360, r574802
r618517, r696190
r618673, r326404
r618811, r263030
r619194, r548911
r619198, r579944
r619411, r323966
r619545, r652804
r619766, r322121
r620232, r787401
r620349, r237407
r620428, r802331
r620532, r817029
r620646, r176198
r620739, r174022
r620785, r227327
r620803, r335120
r620913, r462705
r621159, r403424
r621700, r106824
r621757, r662946
r621803, r136810
r622225, r652583
r622448, r804304
r622540, r396996
r622570, r229708
r622615, r660763
r622680, r697904
r622748, r276636
r622827, r417411
r623136, r168566
r623172, r316475
r623330, r456176
r623523, r478289
r623560, r243168
r623596, r336834
r623634, r465520
r623731, r152012
r623807, r133475
r623919, r800958
r623968, r741823
r624021, r892263
r624170, r590201
r624248, r342938
r624271, r368193
r624530, r453116
r624599, r737404
r624654, r591091
r624852, r779773
r625035, r361950
r625120, r742468
r625221, r808457
r625917, r119487
r625920, r258158
r625970, r753220
r625991, r866666
r626042, r907753
r626102, r770598
r626288, r251179
r626316, r954752
r626373, r819037
r626389, r523710
r626392, r244066
r626462, r479233
r626817, r456423
r626838, r766993
r626945, r220715
r627425, r320818
r627429, r809187
r627520, r839901
r627543, r544616
r627556, r886776
r627560, r139883
r627797, r850466
r627869, r543998
r627896, r618314
r628455, r690782
r628529, r269369
r628550, r261386
r628571, r455365
r628660, r827174
r628677, r972417
r628875, r582727
r628965, r347642
r628995, r727275
r629025, r815871
r629193, r223845
r629265, r215154
r629378, r291612
r629404, r740868
r629513, r142525
r629577, r589047
r629834, r112049
r630119, r411600
r630128, r637448
r630290, r397315
r630366, r372937
r630385, r281315
r630443, r731386
r630446, r178649
r630547, r906478
r630656, r486700
r630699, r415101
r630781, r624911
r630904, r266000
r630976, r196724
r631043, r620007
r631171, r305619
r631221, r931563
r631271, r446553
r631314, r570650
r631338, r914417
r631425, r658074
r631481, r899315
r631640, r975411
r631685, r991509
r631704, r354214
r631721, r726697
r631867, r240155
r631885, r655116
r632059, r670428
r632109, r941529
r632295, r201882
r632327, r702142
r632453, r138435
r632585, r218669
r632996, r143682
r633223, r213561
r633433, r462918
r633584, r304882
r633769, r830140
r633892, r748514
r633917, r778639
r634320, r216107
r634372, r602955
r634488, r765623
r634494, r723406
r634591, r559900
r635015, r555053
r635219, r490522
r635461, r431137
r635652, r169848
r635948, r305144
r635966, r410565
r636349, r617481
r636504, r239366
r636531, r648457
r636579, r470866
r636587, r384235
r636617, r206284
r636747, r691240
r637141, r881564
r637299, r736041
r637605, r429791
r637663, r682820
r637765, r268343
r637793, r318491
r637796, r150958
r638071, r871675
r638099, r130414
r638139, r185738
r638170, r799384
r638227, r763828
r638245, r249843
r638541, r837849
r638804, r415575
r638874, r359828
r639225, r737286
r639255, r304435
r639547, r982042
r639573, r335583
r639598, r697869
r639620, r921196
r640147, r182838
r640272, r714212
r640396, r541181
r640474, r743282
r640501, r708294
r640537, r505939
r640573, r878269
r640613, r904806
r640670, r524554
r640769, r243381
r640875, r207973
r641329, r222014
r641769, r546227
r641953, r195967
r641985, r210359
r642041, r675737
r642057, r403710
r642162, r736029
r642245, r222489
r642305, r148421
r642404, r883792
r642410, r574390
r642483, r204721
r642515, r494586
r642542, r542268
r642604, r464472
r642669, r697071
r642714, r245500
r642846, r956158
r642917, r309880
r642971, r650026
r642999, r224786
r643024, r899679
r643029, r994879
r643306, r610010
r643319, r794104
r643422, r836435
r643488, r339013
r643516, r858162
r643723, r486953
r643868, r377198
r643875, r311516
r643937, r240048
r644000, r216116
r644110, r284175
r644495, r902480
r644930, r243470
r645011, r486296
r645048, r343556
r645191, r872940
r645276, r201591
r645355, r296472
r645532, r755469
r645614, r610893
r645773, r791168
r645779, r380595
r646076, r111997
r646186, r430192
r646229, r771813
r646255, r425572
r646446, r887772
r646467, r235227
r646476, r458063
r646740, r673246
r646781, r526705
r646785, r588900
r647077, r354493
r647162, r583876
r647172, r928921
r647199, r521291
r647338, r226338
r647424, r525890
r647467, r551275
r647493, r647550
r647625, r805724
r647672, r844458
r647703, r990559
r647797, r113063
r647888, r853178
r648049, r620137
r648125, r756700
r648293, r895267
r648316, r223788
r648455, r569060
r648460, r710423
r648557, r725669
r649068, r574328
r649078, r202841
r649115, r692093
r649207, r971672
r649266, r621519
r649369, r114141
r649575, r151929
r649747, r731924
r649758, r250923
r649812, r742805
r649940, r995325
r650000, r374068
r650251, r726442
r650272, r833149
r650316, r451258
r650876, r910223
r650917, r410741
r651250, r184504
r651358, r435762
r651396, r600477
r651440, r513379
r651486, r944703
r651518, r125481
r651527, r601852
r651539, r568625
r651641, r485408
r651663, r254074
r651805, r516003
r651842, r240207
r651872, r922325
r651980, r771296
r652120, r220123
r652223, r623955
r652247, r512127
r652300, r304530
r652433, r778490
r652734, r834471
r652776, r984273
r652945, r172701
r653144, r919095
r653272, r278366
r653301, r944988
r653367, r797682
r653435, r897191
r653473, r549931
r653626, r817619
r653809, r938886
r653811, r799556
r653816, r732000
r653985, r645864
r654099, r355982
r654127, r193283
r654193, r646537
r654201, r845396
r654243, r180484
r654734, r718809
r654891, r594070
r655018, r447349
r655056, r116431
r655356, r308282
r655514, r762247
r655611, r104938
r655639, r363952
r655729, r357251
r655838, r116474
r655921, r854046
r656104, r810806
r656117, r125664
r656179, r644332
r656191, r190374
r656217, r733262
r656237, r812332
r656258, r915227
r656283, r749677
r656287, r350406
r656411, r240668
r656427, r774114
r656593, r549921
r656761, r977942
r656777, r253330
r656780, r781316
r656966, r202512
r657042, r502338
r657046, r145475
r657102, r703829
r657109, r144519
r657133, r955006
r657417, r961903
r657421, r157162
r657510, r421263
r657542, r721116
r657556, r101243
r657942, r200257
r658165, r605814
r658315, r311076
r658553, r332076
r658628, r720828
r658657, r703245
r658767, r294369
r658770, r413899
r658942, r899135
r658946, r362004
r659091, r757008
r659154, r916224
r659197, r754837
r659223, r682747
r659356, r181250
r659373, r199381
r659551, r464008
r659730, r245757
r660004, r676116
r660008, r504704
r660113, r895651
r660142, r576218
r660200, r554260
r660318, r691607
r660691, r756432
r660904, r115116
r660947, r492317
r660978, r933580
r660989, r819360
r660995, r566889
r661105, r707286
r661186, r177357
r661532, r669679
r661592, r706149
r661593, r847382
r661703, r328881
r661744, r913651
r661789, r886454
r662670, r325360
r662741, r818007
r662981, r806778
r663085, r765622
r663092, r199974
r663363, r647538
r663416, r688902
r663417, r446806
r663491, r699483
r663530, r438780
r663592, r366609
r663614, r530395
r663651, r500969
r663668, r783558
r663816, r794872
r663852, r102059
r663933, r667403
r663970, r534542
r663993, r286915
r664102, r302758
r664221, r954573
r664243, r534089
r664244, r230506
r664246, r493682
r664407, r301651
r664655, r195388
r664753, r371351
r664855, r602224
r664988, r462700
r665164, r453266
r665228, r666872
r665365, r815780
r665551, r180168
r665833, r891328
r665867, r696773
r665877, r928536
r665892, r836898
r665906, r539277
r665927, r475925
r665929, r533276
r665963, r546380
r666442, r298954
r666645, r725139
r666681, r398955
r666714, r515456
r667003, r937396
r667384, r346625
r667435, r540654
r667462, r738655
r667483, r407389
r667527, r546710
r667530, r927600
r667589, r781415
r667651, r393639
r667696, r644945
r667709, r703748
r667844, r623545
r667899, r657899
r668034, r784594
r668180, r576710
r668205, r526172
r668307, r486594
r668474, r348808
r668484, r536866
r668580, r381137
r668745, r500097
r668759, r631714
r668867, r734718
r668956, r843483
r668987, r895386
r669045, r620932
r669475, r411369
r669718, r315709
r669783, r644328
r669946, r623812
r669985, r375975
r670271, r375994
r670279, r682750
r670470, r278879
r670711, r279264
r670763, r551330
r670770, r651823
r670807, r971431
r670830, r713684
r670867, r611121
r670954, r760323
r671005, r355891
r671138, r212480
r671194, r217700
r671196, r933733
r671291, r369780
r671342, r577223
r671354, r784613
r671441, r308288
r671566, r261432
r671604, r669582
r671814, r252398
r671821, r666464
r671957, r575285
r672079, r507435
r672180, r340465
r672422, r450691
r672533, r305223
r672722, r551324
r672808, r277028
r672846, r872807
r672854, r511166
r672869, r520932
r672896, r966901
r673124, r840147
r673159, r627068
r673245, r273136
r673433, r420940
r673530, r566750
r673575, r271230
r673579, r112902
r673832, r944502
r674050, r647059
r674161, r674129
r674237, r308672
r674260, r487020
r674399, r591376
r674553, r352396
r674662, r355704
r674797, r278048
r675171, r666553
r675319, r804039
r675333, r611582
r675520, r831916
r675659, r616246
r675818, r966858
r675905, r679186
r675907, r423393
r675928, r732962
r676052, r787808
r676178, r709500
r676265, r687439
r676282, r293472
r676304, r969676
r676498, r712940
r676570, r930801
r676598, r209550
r676679, r892770
r676983, r599532
r676996, r478471
r677142, r310946
r677166, r438889
r677191, r717669
r677367, r422693
r677399, r746640
r677612, r470037
r677716, r962119
r677777, r775499
r677779, r381401
r677816, r478661
r678082, r632670
r678366, r793004
r678519, r889443
r678987, r797013
r679222, r835886
r679317, r863856
r679777, r249027
r679804, r824503
r679850, r187587
r679870, r733965
r679934, r880728
r680670, r450397
r680764, r584288
r681013, r749815
r681073, r880014
r681195, r590323
r681257, r226540
r681263, r295110
r681272, r533643
r681296, r946195
r681372, r271033
r681427, r432849
r681758, r226692
r681973, r281361
r682029, r182409
r682205, r604097
r682265, r261802
r682275, r571062
r682366, r717237
r682753, r228749
r682957, r983894
r683044, r918912
r683099, r300741
r683120, r431587
r683158, r122674
r683206, r687691
r683216, r245508
r683242, r847378
r683268, r919175
r683354, r222491
r683521, r114500
r683692, r591879
r683846, r631414
r683902, r310653
r684002, r844540
r684028, r284463
r684149, r437042
r684152, r555738
r684180, r597501
r684403, r645675
r684675, r315216
r684703, r639907
r684810, r497770
r684857, r622017
r684886, r115553
r685072, r771819
r685240, r460790
r685252, r601850
r685286, r692932
r685289, r553266
r685564, r630152
r685695, r754051
r685771, r288115
r685859, r654442
r686027, r503661
r686060, r336120
r686145, r280547
r686304, r562468
r686503, r703186
r686545, r932170
r686815, r444413
r686822, r508161
r686841, r671896
r686855, r248958
r687074, r678046
r687232, r352716
r687797, r587244
r688022, r275696
r688052, r716667
r688179, r939663
r688189, r441415
r688327, r317357
r688351, r764616
r688383, r270543
r688422, r958832
r688460, r508925
r688551, r960435
r688598, r196467
r688616, r967489
r688721, r209162
r688756, r573646
r688761, r189007
r688784, r599797
r688881, r229515
r689180, r769345
r689357, r237370
r689437, r114715
r689521, r132710
r689645, r318888
r690056, r888638
r690089, r236457
